job_title,skills_languages,skills_frameworks,skills_databases,skills_platforms,wanted_languages,wanted_frameworks,wanted_databases,wanted_platforms,hiring_algorithms,hiring_tech_exp,hiring_communication,hiring_opensource,hiring_education,hiring_execution,problem_solving,building_things,learning_new_tech,invest_time_tools,collaborate_remote,country,years_coding_numeric,job_category
Mobile developer,Java,Firebase,SQLite,Android,,Xamarin; Firebase,,Android; iOS,Not very important,Somewhat important,Somewhat important,Somewhat important,Not very important,Important,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Russian Federation,1.5,Mobile Developer
Other,C#; JavaScript,,,SharePoint,C#; JavaScript; VB.NET,,,SharePoint,Important,Important,Important,Important,Important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Unknown,India,5.5,Other
Web developer; Developer with a statistics or mathematics background; Desktop applications developer; Systems administrator,,,,,,,,,Somewhat important,Important,Important,Somewhat important,Important,Important,Strongly agree,Strongly agree,Agree,Agree,Unknown,South Africa,19.5,Web Developer
Not specified,C; JavaScript; Python; SQL,,MySQL,Windows Desktop; Linux Desktop,C; C++; Java; JavaScript; Python; SQL,AngularJS; React,MongoDB; SQL Server; PostgreSQL; Oracle,Android; Windows Desktop; Linux Desktop,Important,Important,Important,Somewhat important,Not very important,Important,Strongly agree,Strongly agree,Strongly agree,Agree,Unknown,Greece,4.5,Not specified
Mobile developer,Objective-C; Swift,,,Android; iOS,Objective-C; Swift,,PostgreSQL,iOS,Important,Important,Somewhat important,Very important,Somewhat important,Important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,India,6.5,Mobile Developer
Web developer; DevOps specialist,Go; Java; JavaScript; Scala; SQL,Node.js; Spark,MySQL; PostgreSQL; Oracle,Linux Desktop; Mac OS; Serverless; Amazon Web Services (AWS),C; Go; Haskell; Scala; SQL,Node.js,PostgreSQL,Linux Desktop; Mac OS; Serverless; Amazon Web Services (AWS),Important,Not very important,Very important,Somewhat important,Not at all important,Very important,Agree,Agree,Strongly agree,Agree,Unknown,Germany,12.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Philippines,5.5,Not specified
Web developer; Graphic designer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Somewhat agree,Agree,Agree,Unknown,India,7.5,Web Developer
Web developer,C#; Java; JavaScript; Matlab; Objective-C; SQL,,SQL Server,Android; iOS; Amazon Web Services (AWS); Microsoft Azure,C#; Go; TypeScript,AngularJS; React; Xamarin; .NET Core,,Amazon Web Services (AWS),Important,Important,Very important,Not very important,Somewhat important,Very important,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Unknown,United Kingdom,5.5,Web Developer
Not specified,Java,Firebase,SQLite,Android,Java,React; Firebase,,Android,Somewhat important,Somewhat important,Important,Somewhat important,Important,Somewhat important,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Unknown,Belarus,0.5,Not specified
Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C; C++; C#; F#; JavaScript; R; SQL; TypeScript; VB.NET; VBA,Xamarin; .NET Core,SQL Server,Android; iOS; Windows Phone; Windows Desktop; Linux Desktop; Mac OS; SharePoint; WordPress; Mainframe; Microsoft Azure,C#; F#; R; SQL,.NET Core,SQL Server,Windows Desktop; Microsoft Azure,Not at all important,Important,Somewhat important,Not at all important,Not at all important,Very important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Sweden,20.0,Web Developer
Web developer; Mobile developer; DevOps specialist,CoffeeScript; Java; JavaScript; Ruby; SQL,AngularJS; Node.js; React,MongoDB; PostgreSQL,iOS; Linux Desktop; Mac OS; Amazon Web Services (AWS),C#; Java; JavaScript,Node.js; React,MongoDB; Redis; PostgreSQL,Android; iOS; Linux Desktop; Mac OS; Amazon Web Services (AWS),Very important,Somewhat important,Very important,Somewhat important,Not very important,Very important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unknown,Ireland,16.5,Web Developer
Web developer; Desktop applications developer; Database administrator; Systems administrator,C#; JavaScript; SQL,,SQL Server,Windows Desktop; SharePoint; Microsoft Azure,C#; F#; JavaScript; SQL; TypeScript,Xamarin; .NET Core,SQL Server,Android; iOS; Windows Desktop; Arduino; Raspberry Pi; SharePoint; Microsoft Azure,Somewhat important,Very important,Important,Somewhat important,Not very important,Important,Strongly agree,Strongly agree,Strongly agree,Agree,Unknown,United Kingdom,5.5,Web Developer
Web developer,JavaScript; Ruby,AngularJS,MySQL; PostgreSQL,,JavaScript; Ruby,AngularJS,PostgreSQL,,Very important,Somewhat important,Important,Important,Not very important,Important,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Unknown,Brazil,3.5,Web Developer
Web developer,C#; JavaScript; SQL,.NET Core,SQL Server,Amazon Web Services (AWS); Microsoft Azure,C#; JavaScript; Objective-C; SQL; TypeScript,AngularJS; Node.js; Xamarin; .NET Core,MongoDB,iOS; Serverless,Somewhat important,Important,Important,Somewhat important,Somewhat important,Somewhat important,Agree,Somewhat agree,Agree,Agree,Somewhat agree,India,5.5,Web Developer
Mobile developer; Quality assurance engineer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,India,5.5,Mobile Developer
Mobile developer,Objective-C; Swift,Firebase,,iOS,C#; Swift,Firebase,,Android; iOS; Mac OS; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Agree,Agree,Disagree,United States,6.5,Mobile Developer
Not specified,C#; Haskell; JavaScript; PHP; Python,Node.js; .NET Core,MySQL,Windows Desktop; Linux Desktop; SharePoint,,Node.js,,Windows Desktop; Linux Desktop; Mac OS; SharePoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Agree,Agree,Unknown,Germany,4.5,Not specified
Web developer; Desktop applications developer; Database administrator,C#; JavaScript; SQL; VBA,.NET Core,SQL Server; MySQL; PostgreSQL; Oracle,Windows Phone; Windows Desktop,C#; JavaScript; SQL,.NET Core,MongoDB; SQL Server,Windows Desktop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Somewhat agree,Somewhat agree,Unknown,Austria,8.5,Web Developer
Web developer; Other,Ruby,,PostgreSQL,Amazon Web Services (AWS),Go; Ruby,,PostgreSQL,Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Disagree,United States,20.0,Web Developer
Web developer; Other,JavaScript; Ruby; SQL,Node.js,PostgreSQL,Amazon Web Services (AWS),Go; Java; JavaScript; Objective-C; Python; R; SQL,AngularJS; Node.js; React; Spark,MongoDB; PostgreSQL,iOS; Mac OS; Amazon Web Services (AWS),Somewhat important,Important,Very important,Not very important,Not very important,Very important,Somewhat agree,Agree,Strongly agree,Agree,Unknown,United States,1.5,Web Developer
Not specified,Java; JavaScript; PHP; SQL; VBA,,SQL Server; MySQL; Oracle,Windows Desktop,C#; Java; JavaScript; PHP; SQL,AngularJS; .NET Core,SQL Server; Oracle; SQLite,Android; iOS; Windows Desktop; Raspberry Pi; SharePoint; Microsoft Azure,Important,Very important,Somewhat important,Not very important,Important,Very important,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,United Kingdom,4.5,Not specified
Web developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,India,1.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Unknown,India,4.5,Not specified
Not specified,C; Java; JavaScript; PHP; SQL,Node.js,SQL Server; Oracle,Android; Windows Desktop; Linux Desktop,C++; C#; Java; Python; Ruby; Visual Basic 6,AngularJS; Spark,MySQL; PostgreSQL; SQLite,Android; Mac OS; Raspberry Pi; Amazon Web Services (AWS),Important,Somewhat important,Very important,Very important,Somewhat important,Unknown,Somewhat agree,Strongly agree,Agree,Agree,Unknown,Greece,4.5,Not specified
Not specified,Java; JavaScript; Scala,Hadoop; Spark,MongoDB,Linux Desktop; Amazon Web Services (AWS),Java; JavaScript; Python; Scala,Spark,MongoDB,Linux Desktop; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Disagree,Agree,Disagree,India,4.5,Not specified
Not specified,Assembly; C; Java; Perl; Python,AngularJS,PostgreSQL,Linux Desktop,,AngularJS,,Android; Windows Desktop; Linux Desktop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Agree,Somewhat agree,France,4.5,Not specified
Web developer,C#; SQL,,SQL Server,SharePoint; Microsoft Azure,C#; R; SQL,AngularJS; Node.js; Xamarin; .NET Core,Redis; SQLite,Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,United States,20.0,Web Developer
Web developer; Mobile developer; Desktop applications developer; Database administrator,Go; JavaScript; Objective-C; PHP,Node.js; React,MongoDB; MySQL; PostgreSQL; SQLite,iOS; Mac OS; Arduino; WordPress; Amazon Web Services (AWS),Go; JavaScript; Objective-C,Node.js; React,MongoDB; PostgreSQL,iOS; Mac OS; Amazon Web Services (AWS),Not very important,Not very important,Very important,Somewhat important,Not at all important,Important,Unknown,Unknown,Unknown,Unknown,Disagree,Turkey,5.5,Web Developer
Mobile developer; Desktop applications developer; Database administrator,,,SQL Server,Android; Windows Desktop,,,,Android; Windows Desktop,Somewhat important,Very important,Important,Not at all important,Not very important,Very important,Unknown,Unknown,Unknown,Unknown,Strongly disagree,South Africa,20.0,Desktop Developer
Web developer; Other,C#; JavaScript; PHP; SQL; TypeScript,AngularJS,Redis; MySQL,Linux Desktop; Amazon Web Services (AWS),PHP; TypeScript,AngularJS; Node.js,Redis,Linux Desktop; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,United Kingdom,13.5,Web Developer
Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer; Database administrator,C#; Java; JavaScript; Perl; SQL; VBA,,Oracle,Linux Desktop,,,Oracle,,Important,Somewhat important,Somewhat important,Not very important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Italy,20.0,Web Developer
Web developer; Mobile developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Unknown,India,5.5,Web Developer
Embedded applications/devices developer,C++; C#; Matlab,,,,Java; JavaScript; PHP; Python,,,,Important,Somewhat important,Important,Important,Somewhat important,Not very important,Strongly agree,Strongly agree,Agree,Disagree,Unknown,Turkey,0.5,Embedded Developer
Desktop applications developer,C; C++,,MongoDB,Linux Desktop,C++; C#,,,Windows Desktop,Very important,Important,Important,Somewhat important,Somewhat important,Important,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,France,9.5,Desktop Developer
Web developer; Developer with a statistics or mathematics background; Desktop applications developer,Assembly; C#,,,,,,,,Very important,Important,Somewhat important,Not very important,Not very important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Strongly disagree,Argentina,20.0,Web Developer
Not specified,Python,,,Windows Desktop; Linux Desktop; Mac OS; SharePoint; Amazon Web Services (AWS),JavaScript; SQL,AngularJS; Hadoop; Node.js; Spark,Cassandra; MongoDB; PostgreSQL,Arduino; Raspberry Pi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,United Kingdom,2.5,Not specified
Web developer,C#; JavaScript; Lua; SQL; TypeScript,Node.js; React; Firebase; .NET Core,MongoDB; Redis; SQL Server,Serverless; Amazon Web Services (AWS); Microsoft Azure,C#; JavaScript; Lua; Scala; Swift; TypeScript,Node.js; React; .NET Core,Cassandra; MongoDB; Redis,iOS; Arduino; Raspberry Pi; Amazon Web Services (AWS),Somewhat important,Not very important,Somewhat important,Not very important,Not very important,Important,Agree,Agree,Strongly agree,Agree,Somewhat agree,Italy,19.5,Web Developer
Not specified,Assembly; JavaScript; Python,.NET Core,,Arduino; Raspberry Pi,C#; Java; JavaScript; Python,.NET Core,,Android; Arduino; Raspberry Pi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly disagree,Romania,0.5,Not specified
Not specified,Java; JavaScript; Lua; SQL; TypeScript,,MySQL,,Go; Haskell; Java; JavaScript; Lua; Python; Ruby; Rust; Swift,AngularJS; Node.js; React,MongoDB; MySQL; PostgreSQL; SQLite,Android,Important,Not very important,Important,Somewhat important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,1.5,Not specified
Web developer; Desktop applications developer; Systems administrator,C#; JavaScript; SQL,AngularJS; Node.js; .NET Core,SQL Server; MySQL,Linux Desktop; Salesforce; Amazon Web Services (AWS); Microsoft Azure,JavaScript; TypeScript,AngularJS; Node.js,MongoDB; PostgreSQL,Salesforce; Amazon Web Services (AWS),Somewhat important,Very important,Important,Not very important,Somewhat important,Very important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unknown,United Kingdom,6.5,Web Developer
Web developer,C; JavaScript; PHP; SQL,AngularJS,SQL Server; MySQL,Linux Desktop,JavaScript; PHP; SQL,,SQL Server; MySQL,iOS; Linux Desktop,Somewhat important,Somewhat important,Important,Somewhat important,Not very important,Important,Strongly agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,India,0.5,Web Developer
Not specified,C; C++; Haskell; Java; JavaScript; PHP; Python; SQL,,SQLite,Android; Linux Desktop,PHP; Python,,,Arduino; Raspberry Pi; Amazon Web Services (AWS),Important,Not very important,Important,Somewhat important,Somewhat important,Important,Agree,Strongly agree,Agree,Agree,Unknown,United Kingdom,1.5,Not specified
Not specified,Java,,,Windows Desktop,C++; Python,,MySQL,Windows Desktop; Raspberry Pi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Agree,Agree,Disagree,Agree,Germany,4.5,Not specified
Web developer,C#,.NET Core,MySQL,Windows Desktop; Amazon Web Services (AWS),C#; Java; JavaScript; SQL,AngularJS; Node.js; .NET Core,Redis; SQL Server; MySQL,Android; iOS; Windows Phone; Windows Desktop; Raspberry Pi; Amazon Web Services (AWS),Somewhat important,Important,Important,Somewhat important,Important,Important,Unknown,Unknown,Unknown,Unknown,Agree,United Kingdom,0.5,Web Developer
Other,C#; SQL,,,Windows Phone; Windows Desktop; Arduino; Raspberry Pi,C; C++; C#; Java; JavaScript; SQL,,,Android; iOS; Windows Phone; Windows Desktop; Arduino; Raspberry Pi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Unknown,United Kingdom,0.5,Other
Web developer; Graphic designer,JavaScript; PHP,AngularJS; Node.js; Cordova,,WordPress,TypeScript,,,,Important,Very important,Important,Important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Unknown,United States,4.5,Web Developer
Embedded applications/devices developer; Desktop applications developer,C; C++; C#; Matlab; Python,.NET Core,SQLite,Windows Desktop; Linux Desktop; Arduino; Raspberry Pi,C; C++; Go; Haskell; JavaScript; Python,,SQLite,Android; Linux Desktop; Arduino; Raspberry Pi; Amazon Web Services (AWS),Somewhat important,Somewhat important,Very important,Important,Important,Very important,Agree,Strongly agree,Strongly agree,Agree,Unknown,United States,5.5,Desktop Developer
Web developer; Desktop applications developer; Systems administrator,C#; JavaScript; PHP; SQL; VB.NET,.NET Core,SQL Server; MySQL,Windows Desktop,SQL; VB.NET,AngularJS; Node.js; Xamarin; .NET Core,SQL Server; MySQL,Android; Arduino; Microsoft Azure,Important,Very important,Important,Not at all important,Important,Very important,Agree,Strongly agree,Agree,Somewhat agree,Agree,Greece,4.5,Web Developer
Mobile developer,Java; Python; SQL,,MySQL; SQLite,Android,Java; Python,,,Android,Very important,Important,Important,Not very important,Somewhat important,Important,Strongly agree,Agree,Strongly agree,Agree,Agree,Ukraine,2.5,Mobile Developer
Web developer,C#; Java; JavaScript; Ruby,AngularJS,,Microsoft Azure,C#; JavaScript,AngularJS; Node.js,,WordPress; Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Agree,Unknown,United States,0.5,Web Developer
Web developer,C#; Groovy; JavaScript; SQL; TypeScript,Node.js; React; .NET Core,SQL Server,Windows Phone; Raspberry Pi; Salesforce; Amazon Web Services (AWS); Microsoft Azure,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Agree,Strongly agree,Netherlands,17.5,Web Developer
Not specified,Assembly; C#; Common Lisp; Elixir; F#,Node.js; React; Firebase,,,C; C#; Groovy; Scala,React; Spark; Cordova; Xamarin; Firebase; .NET Core,,,Very important,Somewhat important,Very important,Important,Very important,Important,Unknown,Unknown,Unknown,Unknown,Strongly agree,Angola,4.5,Not specified
Web developer; DevOps specialist,C; JavaScript,Node.js; React,Redis; MySQL; PostgreSQL,Linux Desktop; Raspberry Pi; Amazon Web Services (AWS),Assembly; C; C++; Erlang; Java; JavaScript; Python; Rust; SQL,Node.js; React; Spark,Cassandra; MongoDB; Redis; PostgreSQL,Amazon Web Services (AWS),Somewhat important,Somewhat important,Important,Somewhat important,Not very important,Important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,India,0.5,Web Developer
Web developer,Java; JavaScript; PHP; Python; SQL; TypeScript,AngularJS; Node.js; Cordova,MySQL; Oracle; SQLite,Android; WordPress; Amazon Web Services (AWS),Java; JavaScript; Python; R; TypeScript,AngularJS; Node.js; React; Cordova,MongoDB; MySQL,Android; iOS; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Strongly agree,Disagree,Disagree,United States,9.5,Web Developer
Other,Assembly; C; C++; JavaScript; Objective-C; PHP; SQL,,MySQL,iOS; WordPress,Assembly; C; C++; Objective-C,,,iOS,Very important,Not at all important,Somewhat important,Not at all important,Not at all important,Important,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Germany,3.5,Other
Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Other,Haskell; Python,,MySQL,Windows Desktop; Arduino,Haskell; Python; R; Rust; TypeScript,,SQL Server; PostgreSQL; SQLite,Linux Desktop; Arduino; Raspberry Pi,Important,Somewhat important,Important,Somewhat important,Somewhat important,Very important,Strongly agree,Strongly agree,Agree,Agree,Unknown,United States,6.5,Desktop Developer
Web developer; Machine learning specialist; Data scientist; Database administrator,C++; Matlab; PHP; Python; R; SQL,Xamarin,MySQL,Windows Desktop; Linux Desktop,Go; Matlab; PHP; Python; R; SQL,Node.js,MongoDB; Redis; MySQL,Windows Desktop; Linux Desktop; Raspberry Pi; Amazon Web Services (AWS),Somewhat important,Important,Very important,Important,Important,Very important,Strongly agree,Strongly agree,Agree,Strongly agree,Unknown,Iran,2.5,Web Developer
Other,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly disagree,Netherlands,20.0,Other
Mobile developer,C++; Swift,,,Android; iOS; Windows Desktop; Mac OS,Elixir; Haskell; Swift,,,iOS; Mac OS,Somewhat important,Important,Important,Not very important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,Iceland,4.5,Mobile Developer
Web developer,JavaScript; PHP; Python; SQL,React,Redis; MySQL; PostgreSQL,Windows Desktop; Linux Desktop; Amazon Web Services (AWS),Go; JavaScript; PHP; Python; SQL; TypeScript,Node.js,Redis; MySQL; PostgreSQL,Linux Desktop; Amazon Web Services (AWS),Unknown,Somewhat important,Important,Somewhat important,Somewhat important,Very important,Unknown,Unknown,Unknown,Unknown,Strongly agree,Russian Federation,7.5,Web Developer
Web developer; Mobile developer; Machine learning specialist; Data scientist,C; C++; Java; Objective-C; PHP; R,Node.js; React; Firebase,MySQL,Android; iOS; Windows Desktop; Linux Desktop; Mac OS; Amazon Web Services (AWS),C; C++; Go; Java; JavaScript; Objective-C; Python,AngularJS; Node.js; React,MySQL,Android; iOS; Windows Desktop; Linux Desktop; Mac OS; Arduino; Raspberry Pi; Amazon Web Services (AWS),Important,Not very important,Very important,Not very important,Not very important,Very important,Strongly agree,Strongly agree,Strongly agree,Agree,Unknown,United States,5.5,Web Developer
Web developer; Graphic designer,JavaScript; PHP; Ruby; SQL,,MySQL,Mac OS; Raspberry Pi,Ruby,Node.js,,Mac OS; Raspberry Pi; Amazon Web Services (AWS),Unknown,Somewhat important,Very important,Important,Not at all important,Very important,Unknown,Unknown,Unknown,Unknown,Unknown,United States,2.5,Web Developer
Web developer,JavaScript; PHP,Node.js,,,JavaScript; PHP,AngularJS; Node.js,,,Not very important,Very important,Important,Not at all important,Not very important,Very important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,United Kingdom,5.5,Web Developer
Not specified,C++; Python,,,Windows Desktop; Arduino; Raspberry Pi,C; PHP; SQL,.NET Core,MySQL,Windows Phone; WordPress,Important,Important,Important,Somewhat important,Somewhat important,Important,Agree,Agree,Strongly agree,Agree,Disagree,Finland,4.5,Not specified
Web developer,Python; SQL; Swift,,PostgreSQL; Oracle; SQLite,Mac OS,Java; Python; SQL; Swift,AngularJS,PostgreSQL,iOS; Mac OS,Important,Somewhat important,Very important,Very important,Important,Somewhat important,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Sweden,20.0,Web Developer
Embedded applications/devices developer; Desktop applications developer,C,,,Raspberry Pi,C,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Disagree,Unknown,United Kingdom,2.5,Desktop Developer
Web developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,United States,10.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Ethiopia,4.5,Not specified
Web developer; DevOps specialist,C++; C#; Java; JavaScript; Perl; PHP; Python; SQL,AngularJS; Hadoop; Node.js; Spark; .NET Core,Redis; SQL Server,Windows Desktop; Linux Desktop; Mac OS; WordPress; Amazon Web Services (AWS),Go; PHP; Python; Scala; Swift,AngularJS; Hadoop; Node.js,Cassandra; MongoDB,Android; iOS; Linux Desktop; Mac OS; Raspberry Pi; Serverless; WordPress; Amazon Web Services (AWS),Somewhat important,Important,Very important,Somewhat important,Not very important,Very important,Unknown,Unknown,Unknown,Unknown,Somewhat agree,United States,20.0,Web Developer
Web developer,Java; JavaScript; SQL,AngularJS; Node.js; Cordova; Firebase,SQL Server; MySQL,Windows Desktop; Linux Desktop; Mac OS; Amazon Web Services (AWS),Java; JavaScript; Python; Scala; SQL,AngularJS; Hadoop; Node.js; Spark; Cordova; Firebase,MongoDB; Redis; SQL Server; MySQL,Android; iOS; Linux Desktop; Mac OS; Arduino; WordPress; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Somewhat agree,Agree,Agree,Disagree,India,14.5,Web Developer
Web developer,JavaScript; PHP; SQL,Cordova,Redis; MySQL,Amazon Web Services (AWS),JavaScript; Python; SQL,,Redis; MySQL,Amazon Web Services (AWS),Important,Not very important,Somewhat important,Not very important,Not at all important,Somewhat important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unknown,India,7.5,Web Developer
Web developer,JavaScript,AngularJS; Node.js; React,MongoDB,,C#; Go; Java; JavaScript; Python,Node.js; React,MongoDB; Redis,Android; iOS; Arduino; Raspberry Pi; Amazon Web Services (AWS),Somewhat important,Very important,Important,Not at all important,Somewhat important,Very important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,United States,2.5,Web Developer
Web developer; Mobile developer,Java; JavaScript; Ruby,,Redis; MySQL; PostgreSQL; SQLite,Android; Windows Desktop; Linux Desktop; Mac OS; Amazon Web Services (AWS),Elixir; Ruby,React,Redis; PostgreSQL,Android; Windows Desktop; Linux Desktop; Mac OS; Amazon Web Services (AWS),Important,Somewhat important,Very important,Not very important,Somewhat important,Very important,Agree,Agree,Agree,Strongly agree,Disagree,Peru,14.5,Web Developer
Web developer; Mobile developer; Desktop applications developer,C#; Java; JavaScript; PHP; Python; SQL; TypeScript; VB.NET,,SQL Server; MySQL; SQLite,Android; Windows Desktop,C#; F#; Hack; Java; JavaScript; PHP; Python; Ruby; SQL; TypeScript,AngularJS; Node.js; React; Xamarin; .NET Core,MongoDB; Redis; SQL Server; MySQL; SQLite,Android; Windows Desktop; Arduino; Raspberry Pi; WordPress; Amazon Web Services (AWS); Microsoft Azure,Important,Important,Important,Not very important,Important,Very important,Unknown,Unknown,Unknown,Unknown,Unknown,United States,5.5,Web Developer
Web developer,Java; JavaScript,AngularJS; Node.js,MongoDB; MySQL,Windows Desktop,Haskell; Scala,Hadoop; React; Spark,Cassandra; Redis,Linux Desktop; Amazon Web Services (AWS),Important,Somewhat important,Somewhat important,Somewhat important,Not very important,Not at all important,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,India,3.5,Web Developer
Developer with a statistics or mathematics background,C++; C#; Java; JavaScript,.NET Core,SQL Server,Android; Windows Desktop; Raspberry Pi; Salesforce,C#; Go,,SQL Server,Windows Desktop; Raspberry Pi,Important,Somewhat important,Very important,Not very important,Somewhat important,Very important,Strongly agree,Strongly agree,Agree,Somewhat agree,Unknown,United States,0.5,Data Scientist
Web developer,C; C++; Java; Python; Ruby; SQL,Spark,Cassandra; MongoDB; Redis; MySQL; PostgreSQL; Oracle; SQLite,Amazon Web Services (AWS),Java; Python; Ruby; Scala,Hadoop; React; Spark,Cassandra; MongoDB; Redis; PostgreSQL; SQLite,iOS; Mac OS; Raspberry Pi; Amazon Web Services (AWS),Very important,Not very important,Important,Somewhat important,Somewhat important,Important,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,United States,5.5,Web Developer
Not specified,C; C++; C#; Java; JavaScript; PHP; Python; SQL; VB.NET,Node.js; Cordova; Xamarin; .NET Core,MongoDB; SQL Server; MySQL; PostgreSQL; Oracle,Android; Windows Phone; Windows Desktop; Linux Desktop; Microsoft Azure,C++; C#; Common Lisp; Java; JavaScript; Objective-C; PHP; Python; SQL,Node.js; Cordova; .NET Core,SQL Server; MySQL; SQLite,Android; iOS; Windows Desktop; Linux Desktop; Mac OS; Arduino; Raspberry Pi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Costa Rica,4.5,Not specified
Web developer; Desktop applications developer,SQL,,SQL Server; PostgreSQL; Oracle,Windows Desktop; Amazon Web Services (AWS),SQL,,Cassandra; MongoDB; SQL Server; Oracle,Android; Windows Desktop; Amazon Web Services (AWS),Important,Very important,Important,Not very important,Not very important,Very important,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Colombia,10.5,Web Developer
Web developer,C#; Java; JavaScript; PHP; R; SQL; TypeScript,.NET Core,SQL Server; MySQL,,C#; Haskell; JavaScript; PHP; R; SQL; TypeScript,.NET Core,Redis; SQL Server; MySQL; PostgreSQL,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Canada,1.5,Web Developer
